Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
076fa589-0e3a-3f19-95a9-4aa5dbdd9cdb,HOPE FAMILY CARE CENTER LLC,3027 PROSPECT AVE,KANSAS CITY,MO,641281530,39.0706092,-94.5524151,8169316290,0.0,63
9f4b783f-f81b-3928-ba14-b62840d13b1e,WEBSTER FAMILY PHYSICIANS  P.C.,7979 BIG BEND BLVD,WEBSTER GROVES,MO,631192703,38.59340519248537,-90.33613985433165,3149616631,0.0,10
c651636f-27d0-377e-adc1-e9078e5f5888,U CITY URGENT CARE LLC,8612 OLIVE BLVD,SAINT LOUIS,MO,631322504,38.6740108936546,-90.35758696997571,3146001335,0.0,71
78d25aa8-0271-387a-9f4e-d02467d2f486,STATE OF MISSOURI,1901 PENNSYLVANIA AVE,SAINT LOUIS,MO,631331325,38.686302299999994,-90.31422311098314,3145127800,0.0,92
aa827c29-2ad0-33bc-9a44-9b40b4ce8002,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,6000 HOSPITAL DR,HANNIBAL,MO,634016887,39.7082498,-91.3587413,5734061609,0.0,21
cfd8484e-eb6a-3c4e-9386-f72c0c2f1d8a,CENTER FOR BEHAVIORAL MEDICINE,1000 E 24TH STREET,KANSAS CITY,MO,641082776,39.08511685,-94.57232898317989,8165127000,0.0,801
27e72502-aac2-3ea0-9b78-145ae043a8ed,FITZGIBBON MARY MONTGOMERY HOSPICE,2305 SOUTH HIGHWAY 65 - PO BOX 250,MARSHALL,MO,653403734,39.1230777,-93.1968704,6608313293,0.0,4
df11aee3-3b32-38a2-880c-1628c5294f7f,ARNOLD FAMILY MEDICINE LLC,8 ARNOLD MALL,ARNOLD,MO,630102223,38.444006514738895,-90.3732614179497,6362967510,0.0,35
6d8e5004-b8a5-3d50-b9c6-9be9f9586aa6,FOXWOOD SPRINGS LIVING CENTER,1500 WEST FOXWOOD DRIVE,RAYMORE,MO,640839347,38.812542,-94.485465,8163313111,0.0,12
5ee74f83-6bb1-3906-b117-b169b2d20e47,URGENT SPECIALISTS LLC,14169 MANCHESTER RD STE C,MANCHESTER,MO,630114525,38.5925305,-90.5107453,6362201470,0.0,13
7a802330-3cbc-33d2-a8c0-ff7a7ad46044,MERCY HOSPITAL SOUTH,10010 KENNERLY RD,SAINT LOUIS,MO,631282106,38.50613535,-90.38330256066584,3145251000,0.0,967
be0ea9a6-ba70-3dba-8457-2c3162619857,SAINT LUKES HOME CARE,901 EAST 104TH ST  MAILSTOP 3000,SMITHVILLE,MO,64089,39.3868396,-94.5815937,8167561160,0.0,13
03549c3b-274b-30e8-976b-37356bcd939d,SSM HEALTH CARE ST LOUIS,12303 DE PAUL DR,BRIDGETON,MO,630442512,38.7566055,-90.42352,3143446000,0.0,404
8453863e-0eb0-34ae-95c8-3144c40d61b0,IRON COUNTY MEDICAL CLINIC,315 WMULBERRY ST,PILOT KNOB,MO,63663,37.6211611,-90.6404007,5735460602,0.0,182
ec125279-596f-3976-916f-10986dc4b221,SAINT FRANCIS MEDICAL CENTER,100 E OUTER RD,SCOTT CITY,MO,637801229,37.217495,-89.545893,5732642211,0.0,28
607f77bc-bed3-3323-8bd2-2a570dc75535,COX MEDICAL CENTERS,3801 S NATIONAL AVE,SPRINGFIELD,MO,65809,37.144411250000005,-93.2803691826818,4172696000,0.0,142
475a304b-91e2-3b93-9658-950c7e739c1e,RUSTICI WELLNESS CENTER LLC,2307 NW SOUTH OUTER RD STE 101,LEE'S SUMMIT,MO,640822327,38.9107156,-94.3821295,8167454532,0.0,146
7ad1b0a9-b56d-3542-bc10-7eb3ecd70039,MERCY HOSPITAL LINCOLN FAMILY MEDICINE WINFIELD,35 WINFIELD PLAZA,WINFIELD,MO,633893451,38.9972723,-90.738458,6366686824,0.0,66
06d27a5d-442a-3eaa-b234-90e2ba3047fc,SOUTH CITY HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,631184601,38.5835789,-90.22868542088727,3148657000,0.0,1
b378e840-c3e0-31b9-9cb8-3a8105b42d84,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,300 1ST CAPITOL DR,WENTZVILLE,MO,633853814,38.8244136,-90.8683119,6369475000,0.0,15
d9c17afb-d186-33af-88ed-7428dd0f6ad0,SPRINGFIELD BEHAVIORAL HOSPITAL LLC,2828 N NATIONAL AVE,SPRINGFIELD,MO,658034306,37.24804942857143,-93.27436285714286,4158754630,0.0,71
b787f4c9-23be-3d11-99e1-64d74509e0c7,NORTHLAND URGENT CARE LLC,5601 NE ANTIOCH RD,GLADSTONE,MO,641192328,39.2214765,-94.5719748,8164524488,0.0,3
19952308-6168-3669-8bb2-2ebb0bd5d533,MERCY HOSPITAL LINCOLN FAMILY MEDICINE TROY,1003 E CHERRY ST,TROY,MO,633791503,38.984023612652166,-90.96510539400954,6365286755,0.0,7
57f62f44-b7c8-3a0b-b227-65203fe61404,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,11133 DUNN RD,SAINT LOUIS,MO,631366163,38.77583675,-90.24132892999012,3146535000,0.0,187
55071a11-f742-3514-98e1-18b202d9dddb,GRAND RIVER MEDICAL CLINIC,815 EAST BROADWAY,BRUNSWICK,MO,652361468,39.42262501342282,-93.12591253691275,6605483161,0.0,238
f6ab56f9-4a75-372a-b229-317a173940cd,SSM HEALTH BUSINESSES,2 HARBOR BEND CT,WENTZVILLE,MO,633853426,38.8244136,-90.8683119,6366952050,0.0,1
cdb317ab-fae4-3bcc-ab2c-bf1c934e73c0,SERENITY HOSPICECARE,5272 FLAT RIVER RD,PARK HILLS,MO,636011000,37.838553,-90.482165,5734310162,0.0,2
ce200aee-b7d9-3922-b472-6fd415ff9cf8,OZARKS MEDICAL CENTER MOUNTAIN VIEW,220 N ELM STREET,MOUNTAIN VIEW,MO,655488644,36.9980762,-91.7021021,4171111111,0.0,37
0699c464-e7f1-3793-b93a-a2e7e809024f,LIBERTY MEDICAL CENTER PC,1504 NE 96TH ST,LIBERTY,MO,640681348,39.2666097,-94.4573217,8164152233,0.0,105
042f1964-9235-3d5c-afdb-2ef255efa86a,COMMUNITY TREATMENT INC.,200 SENN TOMAS DR,HERCULANEUM,MO,630481033,38.2683879,-90.3801201,6362776096,0.0,49
a7746bad-6dd3-3efe-88bd-436d22f364b8,FLORISSANT HEALTHCARE  LLC,1200 GRAHAM RD,FLORISSANT,MO,630318015,38.7792831,-90.3344767,3148386555,0.0,3
0cbc24e3-b638-30e6-91a3-18cbba63012c,ADVANCE MEDICAL SERVICES  INC.,3306 BROWN RD,SAINT LOUIS,MO,631144328,38.711247967613616,-90.35010788741424,3149930998,0.0,10
b1958fea-6553-3e8e-b32b-d9336982823b,SSM HEALTH REHABILITATION HOSPITAL,1027 BELLEVUE AVENUE,WILDWOOD,MO,630401236,38.5806948,-90.6314374,3147685202,0.0,114
02bbd95c-23ed-375a-bc72-d18c5d708c7b,SCOTLAND COUNTY  HOSPITAL,450 E SIGLER AVENUE,MEMPHIS,MO,635551726,40.4657654,-92.1651311,6604658511,0.0,139
1db1f9f2-336c-3469-852e-ab478d63aba3,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,WENTZVILLE,MO,633853408,38.8244136,-90.8683119,6363441000,0.0,221
71132c0e-49ee-355e-b3d0-03e5cde4080f,MEDI-PLEX HOSPICE  LLC,1470 SOUTH VANDEVENTER AVENUE,SAINT LOUIS,MO,631102336,38.6234672,-90.25372764716045,3149935580,0.0,4
dd72f936-d2ee-3591-992e-b538f92f9839,SCOTLAND COUNTY MEMORIAL HOSPITAL,55682 STATE HIGHWAY 6 STE A,EDINA,MO,635374268,40.1675386,-92.1726821,6604658513,0.0,68
bd0b362f-9c43-3c13-a3f2-fda593b3062c,SARCOXIE NURSING CENTER  LLC,1505 MINER ST,SARCOXIE,MO,648629211,37.070775049999995,-94.12795036364857,4175483434,0.0,2
e87ade9e-e984-3be8-bc47-d5f1125e3ee4,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,SAINT LOUIS,MO,631351246,38.632926499999996,-90.31121343926489,3147688000,0.0,40
2149d013-ef91-3800-ada4-589f34bb386e,BETHESDA DILWORTH,9645 BIG BEND BLVD,SAINT LOUIS,MO,631226521,38.5738803,-90.3811549,3149685460,0.0,8
c9bec909-066a-334e-b1c6-c9c334a83c79,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,650653055,38.1206184,-92.68265643210832,5733488000,0.0,43
609c1ffa-9c95-3218-ac1d-25df489a0e81,CARROLL HOUSE,307 GRAND,CARROLLTON,MO,646332265,39.360656,-93.485612,6605421599,0.0,3
9095b3ab-3fe3-37f6-8363-26cec0a4cc3f,HEALTHBACK HOME HEALTH OF SPRINGFIELD,1304-A EAST WOODHURST DRIVE,SPRINGFIELD,MO,658044281,37.1563281,-93.2747949,4178831648,0.0,5
dabca22b-42db-3993-91fc-bc73afc6558a,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DR,NORTH KANSAS CITY,MO,641163220,39.14991225,-94.55144290900245,8166912000,0.0,2
0ea6f0a3-ab28-3e8b-a7da-a82e738b4207,SSM HEALTH BUSINESSES,1187 CORPORATE LAKE DR,WENTZVILLE,MO,633853426,38.8244136,-90.8683119,3149892660,0.0,14
818eb61f-4e49-3dc1-848c-f5f1b4d26335,HANNIBAL CLINIC OPERATIONS  LLC,100 MEDICAL DR,HANNIBAL,MO,634016877,39.708603,-91.4483683,5732215250,0.0,28
4a7edeb9-3a3f-3ec4-83b3-da9f863568fd,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,WENTZVILLE,MO,633853826,38.8244136,-90.8683119,6366255200,0.0,983
a8865343-339b-3318-a749-25303dec2fbe,LIFE CARE CENTER OF GRANDVIEW,6301 EAST 125TH ST,GRANDVIEW,MO,640301884,38.897872,-94.520793,8167657714,0.0,10
6598441d-47ba-34ad-ab5b-f47f8c13863f,MERCY CLINIC FAMILY MEDICINE- LEBANON,120 HOSPITAL DRIVE  SUITE 100,LEBANON,MO,655369227,37.680617,-92.632822,4178207133,0.0,56
874a895a-d176-3bfd-83fc-2929167cd6ba,CLAYTON MEDICAL CENTER  LLC,6400 CLAYTON RD,SAINT LOUIS,MO,631171850,38.63358615,-90.30945075750952,3146476666,0.0,29
b9879205-ca11-3cbc-91b3-f2ad0db7a6c4,PARKVIEW HEALTH CARE FACILITY,119 WEST FOREST,BOLIVAR,MO,656131316,37.62314940903687,-93.41463367499148,4173263000,0.0,2
e0cb9892-6b15-33f5-88e0-4cf158cdbac2,CENTERPOINT MEDICAL CENTER OF INDEPENDENCE  LLC,19600 E 39TH ST S,INDEPENDENCE,MO,640572301,39.04774719282511,-94.34790587668161,8168368100,0.0,431
7b1728d7-71e4-3b20-a085-a69845c87074,THE COMMUNITY WELLNESS PROJECT,906 OLIVE STREET,SAINT LOUIS,MO,631011431,38.62876155,-90.19392296910775,3144219600,0.0,62
90753a33-1c9a-3f5f-a719-9bad86b69b57,SOUTHAMPTON HEALTHCARE INC,2340 HAMPTON AVE,SAINT LOUIS,MO,631392935,38.614774342494385,-90.28767639630479,3146472200,0.0,25
ed55dff4-d8dc-31f7-837b-87ce43a3e7de,SELECT SPECIALTY HOSPITAL SPRINGFIELD  INC,1630 E PRIMROSE ST,SPRINGFIELD,MO,658047929,37.14637195,-93.26639328264542,4178854700,0.0,18
99b0b184-24ee-32f9-8696-d9517394607f,SSM HEALTH CARE ST LOUIS,6420 CLAYTON RD,SAINT LOUIS,MO,631171811,38.632926499999996,-90.31121343926489,3147688000,0.0,46
2b96b390-7604-3657-87ae-0f945e64b7a3,FAITH HOSPICE & PALLIATIVE CARE LLC,2601 NE KENDALLWOOD PKWY STE 212,GLADSTONE,MO,641192170,39.199652,-94.54845,9132967636,0.0,2
4f0f0766-273b-3e31-ad36-1142a552b6e7,BARRON FAMILY MEDICINE,8515 DELMAR BLVD STE 217,SAINT LOUIS,MO,631242168,38.660903,-90.35604685803015,3146675276,0.0,61
4ce9ed2d-9c5c-3296-9048-2ebe3af2accc,GO HEALTH AND WELLNESS,11102 HERMITAGE HILL RD,SAINT LOUIS,MO,631313323,38.6243059,-90.4207587,9549182820,0.0,11
1690caef-ff6e-39c7-bbe5-51b433059e89,LIBERTY HOSPITAL URGENT CARE  LLC,8300 N CHURCH RD,KANSAS CITY,MO,641581104,39.24210956829934,-94.4617911683816,8164072300,0.0,11
64a70812-ffb6-333c-b7ff-2dcba1336ae7,TMS WELLNESS CENTER LLC,4132 KEATON CROSSING BLVD STE 204,O FALLON,MO,633688223,38.72601,-90.6985472,(314) 497-9657,0.0,156
23ea8bcc-b5b9-3530-974f-bbe947da16f7,KC HOME HEALTH LLC,3611 MAIN ST STE 106,KANSAS CITY,MO,641111932,39.0614039,-94.5853147091861,6145966451,0.0,26
76746578-de6e-3335-8e27-1ddab14aa375,SSM-SLUH INC,1201 S GRAND BLVD,SAINT LOUIS,MO,631102539,38.623991,-90.23754,3145778000,0.0,329
288ca60e-15b5-3920-8ff5-4238fa80cc92,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,SAINT CHARLES,MO,633048786,38.7946252,-90.519829,3143446000,0.0,140
e5a9de39-1329-3cd0-ba52-a6a7e5d4aa30,KANSAS CITY CARE CLINIC,1106 E 30TH ST STE B,KANSAS CITY,MO,641091507,39.072379346938774,-94.57100395918368,8167535144,0.0,59
68ff1d05-ff07-3b05-9469-0365ad454129,MERCY ST FRANCIS HOSPITAL,100 W US HIGHWAY 60,MOUNTAIN VIEW,MO,655488542,36.9953322,-91.703755,4179347000,0.0,2
24a97333-e443-3130-9512-bf938f68d462,COMPASS HEALTH INC,3785 NEW TOWN BLVD,SAINT CHARLES,MO,633014358,38.82601099240412,-90.51830523947993,8884031071,0.0,31
a65ab299-a2f5-3d30-ba16-d97a2cd78e3a,COX-MONETT HOSPITAL INC,1000 E HIGHWAY 60,MONETT,MO,657088258,36.9289518,-93.9277149,4172353144,0.0,89
877c2e3d-bf48-3c91-9427-56ab19c3e2cc,COMMUNITY TREATMENT INC.,21 MUNICIPAL DR,ARNOLD,MO,630101012,38.44484406582632,-90.4024317167354,6362966206,0.0,25
5a07f317-3913-3264-b383-28ffcbbd6015,MERCY HOSPITAL LINCOLN,1000 E CHERRY ST,TROY,MO,633791513,38.98327725,-90.96355318855402,6365288551,0.0,10
6c66426f-fe8a-3358-87e3-407a2e2e5459,KINDRED AT HOME,20101 E JACKSON DRIVE  STE D,INDEPENDENCE,MO,640571956,39.04089479528398,-94.34591963522655,8165245087,0.0,28
